Fecha,ID_local,clave_producto,venta,venta_empleado
11-nov-19,4,qsd,369,4245367
06-ago-19,3,brr,3047,5942572
26-oct-19,3,brr,2969,2310967
27-dic-19,4,brr,4766,2520477
28-dic-19,4,brr,3851,5942572
14-ene-20,3,clz,4016,4245367
22-sep-19,2,clz,5246,6332756
07-sep-19,2,pzz,5591,6931035
26-jul-19,2,qsd,3781,5942572
25-feb-19,3,brr,5566,9922377
13-nov-19,2,brr,1918,2630867
13-feb-20,2,pzz,1270,9922377
16-ago-19,2,clz,3455,9922377
06-mar-19,3,clz,5920,6332756
27-mar-19,4,clz,3004,9611338
21-may-19,1,pzz,5911,9922377
28-dic-19,4,qsd,2667,2310967
17-ene-20,2,brr,1868,6931035
27-ago-19,4,qsd,5254,2520477
21-feb-19,3,pzz,725,2310967
18-feb-20,1,brr,1656,9922377
18-mar-19,3,brr,1543,3833745
21-mar-19,3,brr,4350,6332756
15-nov-19,1,qsd,267,2630867
05-mar-19,2,qsd,5265,5942572
11-mar-19,3,pzz,4716,2630867
27-nov-19,4,qsd,5575,2520477
26-jun-19,4,qsd,4105,2630867
29-jun-19,3,brr,4344,6332756
08-feb-19,2,brr,3859,2630867
11-abr-19,1,brr,3759,1111222
26-feb-19,3,qsd,3069,2630867
25-oct-19,4,brr,3392,2630867
02-mar-20,1,brr,4029,9611338
22-nov-19,1,clz,926,9611338
24-feb-19,1,brr,1436,2310967
26-abr-19,3,clz,2311,3833745
13-ago-19,4,qsd,4338,2310967
22-dic-19,1,qsd,314,5942572
16-mar-19,4,clz,2809,2310967
29-nov-19,1,pzz,4335,6332756
15-ago-19,3,pzz,4814,6931035
23-feb-19,4,qsd,3725,3833745
08-jun-19,1,clz,4934,4245367
07-abr-19,4,clz,1360,1111222
20-feb-20,2,pzz,2721,4245367
13-feb-19,2,brr,5725,5942572
02-dic-19,3,qsd,343,2520477
05-nov-19,2,pzz,4644,5942572
25-dic-19,1,pzz,3256,9922377
07-sep-19,2,clz,4856,2520477
20-mar-19,2,clz,4622,9922377
10-dic-19,4,brr,3864,1111222
22-ago-19,1,brr,3258,6332756
16-sep-19,1,qsd,4662,4245367
20-feb-19,3,qsd,1618,2630867
13-feb-19,4,pzz,634,5942572
11-mar-19,1,qsd,5633,6332756
08-mar-19,3,clz,3598,9922377
31-ago-19,3,brr,4048,2310967
10-nov-19,3,pzz,5051,9922377
05-mar-19,3,qsd,3600,3833745
26-ene-20,1,pzz,2816,6931035
01-ene-20,2,pzz,2539,4245367
21-feb-20,1,brr,3796,4245367
27-nov-19,2,clz,4115,3833745
05-sep-19,2,clz,4430,2630867
01-mar-20,2,qsd,5844,6332756
17-feb-19,3,clz,5063,2630867
30-dic-19,2,qsd,1572,4245367
21-sep-19,4,clz,1520,9922377
16-feb-20,1,qsd,2782,6332756
18-nov-19,4,qsd,2856,6931035
07-oct-19,1,qsd,3114,6931035
25-ene-20,3,pzz,5671,9611338
05-feb-19,3,brr,5734,5942572
13-oct-19,4,clz,3132,6332756
09-feb-19,2,clz,4601,2310967
14-feb-19,1,clz,4164,9611338
28-feb-19,2,clz,4317,3833745
02-mar-19,4,qsd,3413,9922377
08-feb-20,1,clz,3046,6931035
29-may-19,2,clz,2883,2520477
17-nov-19,1,pzz,3606,6931035
15-feb-20,1,brr,4541,6332756
17-oct-19,1,pzz,2295,6332756
28-oct-19,3,clz,4712,1111222
03-nov-19,4,qsd,1430,9611338
10-ago-19,2,brr,3760,6931035
25-nov-19,1,clz,1995,6931035
19-ene-20,4,brr,3777,2310967
19-ago-19,1,qsd,4633,6931035
30-abr-19,2,brr,3912,1111222
14-jun-19,1,qsd,5897,9611338
08-ago-19,4,pzz,916,1111222
17-ene-20,4,brr,4682,2520477
24-feb-19,3,pzz,3794,9611338
27-feb-20,4,clz,2567,2310967
18-ago-19,3,qsd,2246,6931035
26-sep-19,4,pzz,1196,6931035
17-dic-19,4,brr,5201,4245367
12-ene-20,2,clz,2577,9611338
18-ago-19,1,brr,738,6931035
06-feb-20,3,brr,4671,2630867
16-ago-19,2,pzz,2839,2630867
16-jul-19,4,pzz,3322,6332756
26-sep-19,4,pzz,236,2520477
22-may-19,3,brr,5924,2310967
27-mar-19,1,qsd,2614,1111222
28-feb-20,1,brr,377,6332756
07-nov-19,3,brr,4068,2520477
11-may-19,2,clz,4117,1111222
22-mar-19,2,brr,3738,2630867
25-feb-20,1,brr,2017,2520477
19-oct-19,2,pzz,5207,4245367
05-sep-19,2,qsd,3064,9922377
18-jun-19,1,clz,970,5942572
06-feb-20,1,qsd,1839,9922377
27-abr-19,1,clz,1243,4245367
24-ago-19,4,qsd,5966,9922377
19-nov-19,1,brr,3057,2520477
23-oct-19,2,clz,3235,2520477
27-oct-19,4,brr,3053,2520477
23-sep-19,2,qsd,3656,9922377
02-sep-19,1,pzz,3464,2520477
06-feb-20,2,qsd,3526,6931035
14-jul-19,4,qsd,442,3833745
09-abr-19,1,pzz,5935,2310967
16-dic-19,2,qsd,596,5942572
29-mar-19,1,pzz,4852,3833745
12-mar-19,4,brr,4285,1111222
10-may-19,1,clz,2795,6332756
06-oct-19,2,qsd,2653,2520477
16-abr-19,1,clz,2691,9611338
24-mar-19,1,brr,2508,6931035
21-nov-19,2,brr,604,9611338
22-ago-19,2,qsd,634,3833745
30-nov-19,2,brr,4189,3833745
19-sep-19,2,brr,672,2630867
28-mar-19,1,qsd,5248,6931035
04-nov-19,3,qsd,3860,5942572
07-sep-19,1,pzz,5524,5942572
24-ene-20,3,brr,1344,2520477
28-mar-19,3,qsd,3096,9922377
10-ene-20,2,clz,2483,5942572
15-feb-20,4,qsd,4263,2520477
28-feb-20,4,clz,4435,2630867
07-oct-19,1,qsd,1569,1111222
07-feb-19,2,pzz,2140,1111222
09-feb-19,3,qsd,2314,6931035
23-oct-19,1,pzz,4499,2630867
21-jun-19,1,qsd,4774,2630867
09-feb-19,2,qsd,869,9922377
02-jul-19,4,brr,3107,5942572
10-feb-19,3,clz,5803,2310967
16-ago-19,4,pzz,4794,2520477
02-feb-20,2,qsd,2226,3833745
06-feb-20,3,pzz,3799,3833745
14-jul-19,1,qsd,3613,3833745
03-abr-19,1,clz,3316,9922377
14-feb-20,4,clz,1141,6332756
12-may-19,1,qsd,1895,9922377
09-feb-19,1,pzz,5852,3833745
05-mar-19,2,qsd,5696,1111222
31-jul-19,3,pzz,5037,6931035
19-abr-19,2,qsd,3050,9611338
08-oct-19,3,pzz,5439,3833745
15-jul-19,3,qsd,5321,6931035
09-abr-19,1,qsd,5373,2630867
18-jul-19,1,qsd,4754,6931035
28-sep-19,2,clz,2141,5942572
28-may-19,4,clz,5445,9611338
16-jun-19,2,pzz,4941,3833745
21-ene-20,3,clz,4810,2630867
16-feb-20,1,clz,5021,4245367
27-nov-19,2,brr,4513,5942572
06-ago-19,2,clz,5145,2520477
23-jun-19,1,clz,400,3833745
27-abr-19,3,clz,410,5942572
14-oct-19,3,qsd,4801,6332756
04-dic-19,1,brr,4310,9611338
14-may-19,4,pzz,5821,4245367
15-mar-19,4,clz,835,9611338
05-abr-19,1,brr,3463,3833745
12-feb-19,3,clz,948,4245367
17-jul-19,4,clz,3112,2310967
29-may-19,4,qsd,2344,9611338
03-feb-20,2,clz,545,5942572
09-jun-19,3,clz,3498,2520477
25-ago-19,3,pzz,2381,5942572
15-mar-19,3,qsd,2901,9922377
23-jul-19,3,pzz,5288,2310967
16-dic-19,2,pzz,591,1111222
14-feb-19,1,clz,1153,3833745
12-jun-19,2,clz,3586,2310967
21-jul-19,3,clz,4554,4245367
26-oct-19,2,brr,885,2630867
22-may-19,1,qsd,5703,4245367
29-oct-19,4,pzz,5057,2520477
02-nov-19,2,pzz,4012,1111222
09-ago-19,4,clz,2521,3833745
17-abr-19,1,pzz,884,6332756
25-feb-19,4,qsd,4289,6931035
28-nov-19,2,pzz,5944,6931035
04-ene-20,1,clz,3425,6332756
11-dic-19,4,qsd,1113,9611338
30-sep-19,4,pzz,4620,1111222
10-jul-19,2,brr,2769,6332756
12-dic-19,4,pzz,2921,9611338
25-dic-19,2,pzz,4040,2630867
30-jul-19,4,clz,3643,1111222
24-abr-19,4,qsd,4891,6332756
03-dic-19,3,pzz,3811,1111222
07-jun-19,1,qsd,4030,2310967
12-jul-19,1,brr,4334,2630867
23-ene-20,3,brr,382,2310967
28-sep-19,1,clz,4523,5942572
11-mar-19,3,brr,2145,6931035
02-sep-19,4,qsd,1794,4245367
19-feb-19,2,brr,2725,6931035
24-jun-19,2,clz,695,1111222
17-feb-20,2,brr,3524,9611338
21-sep-19,2,qsd,4290,2310967
12-feb-20,2,clz,2813,9611338
01-may-19,4,brr,943,6931035
21-jul-19,4,qsd,4844,3833745
19-ene-20,1,clz,797,6332756
04-ago-19,1,clz,788,6931035
27-ene-20,4,qsd,3153,2520477
04-abr-19,3,pzz,2825,6332756
14-oct-19,2,clz,1655,5942572
01-nov-19,1,qsd,5285,9922377
19-dic-19,1,brr,3929,2520477
10-mar-20,4,brr,4733,4245367
21-feb-20,4,clz,2601,5942572
09-jul-19,2,clz,3629,4245367
11-jun-19,1,brr,983,1111222
18-feb-19,1,brr,3709,2520477
24-ene-20,1,brr,506,2520477
15-sep-19,3,qsd,1762,2630867
19-oct-19,3,clz,3963,2310967
03-oct-19,1,qsd,2285,5942572
28-feb-20,3,clz,5784,2520477
25-nov-19,4,qsd,696,2630867
01-feb-20,1,pzz,1597,6931035
30-jun-19,1,qsd,5919,2520477
24-feb-20,4,qsd,4096,2630867
23-abr-19,2,clz,5844,3833745
15-jun-19,2,brr,308,1111222
13-ene-20,4,brr,3630,9611338
14-nov-19,1,qsd,3108,1111222
14-feb-20,3,qsd,5558,3833745
24-jun-19,2,pzz,2450,6332756
14-jul-19,2,brr,4643,6931035
05-dic-19,2,brr,5658,2630867
23-dic-19,3,qsd,585,1111222
16-ene-20,3,pzz,3772,5942572
25-dic-19,1,clz,5810,6332756
26-jun-19,3,qsd,5935,3833745
07-feb-19,1,qsd,1670,2310967
30-ago-19,4,qsd,4910,9922377
25-ene-20,4,qsd,4842,9922377
11-jul-19,2,brr,3566,9922377
23-mar-19,2,pzz,3404,6332756
03-sep-19,4,brr,1286,2630867
30-mar-19,1,clz,2268,5942572
29-mar-19,2,qsd,2726,6332756
19-dic-19,3,qsd,4993,2310967
15-jun-19,3,clz,534,3833745
05-ene-20,3,clz,2791,5942572
22-ene-20,3,pzz,2227,1111222
21-dic-19,3,clz,1400,2630867
19-feb-19,1,qsd,2725,5942572
26-abr-19,1,clz,1135,6332756
19-jun-19,3,clz,2026,6332756
13-jun-19,2,pzz,5859,2520477
10-sep-19,1,brr,4618,5942572
29-sep-19,4,qsd,2899,1111222
07-feb-20,2,qsd,3216,5942572
05-ene-20,3,qsd,1845,9611338
28-feb-19,4,clz,3609,4245367
06-nov-19,1,qsd,4360,2630867
04-dic-19,1,pzz,1636,3833745
01-ago-19,3,qsd,1344,9611338
27-nov-19,4,pzz,2380,2630867
09-sep-19,4,qsd,3688,3833745
10-abr-19,1,brr,1466,1111222
14-jul-19,3,brr,658,9922377
02-nov-19,4,clz,4756,2630867
23-jun-19,1,clz,5727,1111222
25-ene-20,1,qsd,5703,6931035
14-sep-19,4,brr,1207,3833745
14-feb-19,1,clz,2505,4245367
02-sep-19,4,brr,1269,4245367
29-dic-19,1,qsd,3652,4245367
01-sep-19,3,clz,5574,1111222
10-jun-19,4,qsd,3838,6931035
18-ene-20,4,pzz,1768,2630867
19-ago-19,4,pzz,4860,4245367
27-dic-19,1,brr,748,9611338
23-mar-19,2,brr,961,1111222
20-abr-19,3,qsd,5330,6931035
04-jun-19,4,pzz,795,9922377
06-ago-19,2,clz,1002,5942572
13-jun-19,4,clz,5211,1111222
27-abr-19,1,pzz,1727,2630867
04-jun-19,2,clz,2985,1111222
12-ene-20,3,qsd,1040,4245367
29-oct-19,3,qsd,3758,4245367
02-sep-19,4,clz,1808,6931035
23-abr-19,1,qsd,3808,2310967
04-may-19,2,clz,2989,9611338
01-may-19,1,pzz,5307,3833745
21-may-19,3,pzz,759,5942572
08-ago-19,1,qsd,3527,3833745
27-jul-19,4,brr,4389,6332756
06-ago-19,2,clz,5168,2630867
09-mar-19,2,qsd,4638,9922377
23-ago-19,4,pzz,5998,5942572
19-sep-19,4,pzz,5235,2520477
18-abr-19,4,pzz,434,1111222
20-oct-19,1,clz,2212,6931035
05-nov-19,4,pzz,4524,1111222
22-sep-19,1,brr,2590,1111222
20-feb-19,2,qsd,1156,6332756
09-mar-19,4,clz,1629,2630867
19-jul-19,4,qsd,1371,6332756
09-ene-20,4,clz,5510,5942572
14-ene-20,3,brr,3590,6931035
03-mar-20,4,clz,1405,9611338
18-ago-19,1,qsd,2488,2630867
11-may-19,2,brr,2419,4245367
14-jun-19,4,clz,3116,2310967
22-jul-19,3,brr,3197,6332756
29-may-19,4,qsd,1806,9922377
28-feb-19,3,pzz,4084,6931035
28-dic-19,2,brr,3602,6332756
30-abr-19,4,pzz,4796,1111222
15-abr-19,2,clz,4509,9922377
16-jul-19,1,clz,4467,2520477
05-mar-20,2,brr,5036,1111222
18-mar-19,4,qsd,2952,9611338
06-mar-20,3,clz,5008,3833745
08-nov-19,4,qsd,611,3833745
11-mar-19,1,pzz,3086,9922377
08-ago-19,3,pzz,3687,9611338
26-feb-20,2,pzz,1626,2310967
13-abr-19,1,brr,966,6931035
28-abr-19,4,pzz,257,4245367
08-jun-19,1,clz,1490,6931035
30-sep-19,2,brr,5294,2310967
09-jul-19,2,brr,3585,5942572
05-abr-19,4,qsd,3575,3833745
20-jul-19,2,brr,3986,1111222
21-abr-19,1,clz,718,5942572
29-mar-19,2,clz,1765,4245367
18-jun-19,4,brr,3098,6931035
29-oct-19,1,pzz,2556,2520477
31-dic-19,1,brr,5487,9922377
07-jun-19,2,brr,2372,5942572
17-sep-19,4,pzz,3088,3833745
12-nov-19,4,pzz,5556,2630867
14-dic-19,2,clz,2610,5942572
30-dic-19,4,clz,1501,2310967
04-dic-19,1,qsd,4816,2630867
14-abr-19,1,brr,4172,2520477
08-ago-19,4,qsd,5534,9611338
09-mar-20,2,clz,1610,6332756
25-feb-19,2,clz,5560,9611338
23-oct-19,4,clz,484,2310967
20-feb-20,2,qsd,1715,2520477
09-mar-19,2,brr,5406,2630867
25-ene-20,2,qsd,1824,6931035
24-abr-19,1,pzz,3545,9611338
21-sep-19,1,brr,4502,2310967
06-nov-19,2,qsd,2933,5942572
13-dic-19,4,brr,2336,2520477
20-mar-19,4,brr,2693,9611338
27-feb-20,1,clz,3523,3833745
23-sep-19,2,qsd,5199,2310967
03-ene-20,3,brr,1030,2630867
